Date,CPI,GDP,Unemployment,RSI,Bank_Rate,FTSE100,Inflation_YoY,Inflation_lag3,Inflation_lag6
2016-11-01,101.4,636392.0,4.7,99.1,0.25,6783.799805,1.0967098703888345,0.5982053838484713,0.29970029970030065
2016-12-01,101.9,636392.0,4.7,98.6,0.25,7142.799805,1.5952143569292199,0.8982035928143617,0.39920159680637557
2017-01-01,102.26666666666667,642463.0,4.6,97.4,0.25,7099.200195,2.2666666666666613,1.0468594217347915,0.6996501749125361
2017-02-01,102.1,642463.0,4.6,98.0,0.25,7263.399902,2.3046092184368705,1.0967098703888345,0.5982053838484713
2017-03-01,102.5,642463.0,4.5,97.4,0.25,7322.899902,2.2954091816367317,1.5952143569292199,0.8982035928143617
2017-04-01,103.05000000000001,647944.0,4.4,99.1,0.25,7203.899902,2.741774675972075,2.2666666666666613,1.0468594217347915
2017-05-01,103.3,647944.0,4.4,97.8,0.25,7543.799805,2.8884462151394397,2.3046092184368705,1.0967098703888345
2017-06-01,103.3,647944.0,4.3,98.6,0.25,7312.700195,2.6838966202783254,2.2954091816367317,1.5952143569292199
2017-07-01,103.45,652329.0,4.3,98.5,0.25,7423.700195,2.6799007444168854,2.741774675972075,2.2666666666666613
2017-08-01,103.8,652329.0,4.3,99.4,0.25,7438.5,2.874132804757168,2.8884462151394397,2.3046092184368705
2017-09-01,104.1,652329.0,4.2,99.3,0.25,7372.799805,2.9673590504450953,2.6838966202783254,2.2954091816367317
2017-10-01,104.4,657225.0,4.3,99.6,0.25,7493.100098,3.0093734583127807,2.6799007444168854,2.741774675972075
2017-11-01,104.6,657225.0,4.4,99.8,0.5,7326.700195,3.155818540433919,2.874132804757168,2.8884462151394397
2017-12-01,104.9,657225.0,4.3,100.0,0.5,7687.799805,2.944062806673209,2.9673590504450953,2.6838966202783254
2018-01-01,105.0,657741.0,4.2,99.0,0.5,7533.600098,2.672750977835725,3.0093734583127807,2.6799007444168854
2018-02-01,104.9,657741.0,4.2,99.4,0.5,7231.899902,2.7424094025465307,3.155818540433919,2.874132804757168
2018-03-01,105.0,657741.0,4.2,97.9,0.5,7056.600098,2.4390243902439046,2.944062806673209,2.9673590504450953
2018-04-01,105.55000000000001,659172.0,4.2,99.4,0.5,7520.399902,2.426006792819013,2.672750977835725,3.0093734583127807
2018-05-01,105.8,659172.0,4.0,101.2,0.5,7701.799805,2.420135527589551,2.7424094025465307,3.155818540433919
